,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,clean_job_titles
0,2023,EN,FT,Admin & Data Analyst,50000,USD,50000,DE,0,DE,M,Data Analyst
1,2024,SE,FT,Data Management Specialist,200400,USD,200400,US,0,US,M,Data Management Specialist
2,2024,SE,FT,Data Management Specialist,116500,USD,116500,US,0,US,M,Data Management Specialist
3,2024,SE,FT,Data Scientist,188500,USD,188500,US,0,US,M,Data Scientist
4,2024,SE,FT,Data Scientist,165100,USD,165100,US,0,US,M,Data Scientist
5,2024,MI,FT,Data Product Manager,166363,USD,166363,US,0,US,M,Data Product Manager
6,2024,MI,FT,Data Product Manager,103977,USD,103977,US,0,US,M,Data Product Manager
7,2024,MI,FT,Data Engineer,128600,USD,128600,US,0,US,M,Data Engineer
8,2024,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
9,2024,SE,FT,Data Analyst,133650,USD,133650,US,100,US,M,Data Analyst
10,2024,SE,FT,Data Analyst,68150,USD,68150,US,100,US,M,Data Analyst
11,2024,SE,FT,Data Engineer,210000,USD,210000,US,0,US,M,Data Engineer
12,2024,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,Data Engineer
13,2024,SE,FT,Data Architect,257600,USD,257600,US,0,US,M,Data Engineer
14,2024,SE,FT,Data Architect,224100,USD,224100,US,0,US,M,Data Engineer
15,2024,MI,FT,Data Scientist,144200,USD,144200,US,100,US,M,Data Scientist
16,2024,MI,FT,Data Scientist,72100,USD,72100,US,100,US,M,Data Scientist
17,2024,MI,FT,Data Scientist,229900,USD,229900,US,0,US,M,Data Scientist
18,2024,MI,FT,Data Scientist,201400,USD,201400,US,0,US,M,Data Scientist
19,2024,MI,FT,Data Scientist,212000,USD,212000,US,0,US,M,Data Scientist
20,2024,MI,FT,Data Scientist,93300,USD,93300,US,0,US,M,Data Scientist
21,2024,SE,FT,Data Analyst,135000,USD,135000,US,0,US,M,Data Analyst
22,2024,SE,FT,Data Analyst,90000,USD,90000,US,0,US,M,Data Analyst
23,2024,SE,FT,Data Analyst,107000,USD,107000,US,0,US,M,Data Analyst
24,2024,SE,FT,Data Analyst,68400,USD,68400,US,0,US,M,Data Analyst
25,2024,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer
26,2024,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
27,2024,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M,Data Engineer
28,2024,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,Data Engineer
29,2024,MI,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M,Data Engineer
30,2024,MI,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M,Data Engineer
31,2024,SE,FT,Data Scientist,65000,GBP,81250,US,0,US,M,Data Scientist
32,2024,SE,FT,Data Scientist,55000,GBP,68750,US,0,US,M,Data Scientist
33,2024,SE,FT,Data Science,267900,USD,267900,US,0,US,M,Data Scientist
34,2024,SE,FT,Data Science,234700,USD,234700,US,0,US,M,Data Scientist
35,2024,SE,FT,ML Engineer,220000,USD,220000,US,0,US,M,Data Engineer
36,2024,SE,FT,ML Engineer,170000,USD,170000,US,0,US,M,Data Engineer
37,2024,MI,FT,Data Manager,90500,USD,90500,US,0,US,M,Data Manager
38,2024,MI,FT,Data Manager,49900,USD,49900,US,0,US,M,Data Manager
39,2024,SE,FT,Machine Learning Engineer,242000,CAD,186153,CA,0,CA,M,Data Engineer
40,2024,SE,FT,Machine Learning Engineer,215000,CAD,165384,CA,0,CA,M,Data Engineer
41,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,Data Scientist
42,2024,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M,Data Scientist
43,2024,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M,Data Scientist
44,2024,SE,FT,Data Scientist,71000,USD,71000,US,0,US,M,Data Scientist
45,2024,MI,FT,Research Engineer,280000,USD,280000,US,0,US,M,Data Engineer
46,2024,MI,FT,Research Engineer,230000,USD,230000,US,0,US,M,Data Engineer
47,2024,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,Data Scientist
48,2024,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M,Data Scientist
49,2024,MI,FT,Machine Learning Engineer,150000,EUR,166666,DE,0,DE,M,Data Engineer
50,2024,MI,FT,Machine Learning Engineer,120000,EUR,133333,DE,0,DE,M,Data Engineer
51,2024,MI,FT,Data Analytics Consultant,94625,USD,94625,US,100,US,M,Data Analyst
52,2024,MI,FT,Data Analytics Consultant,57500,USD,57500,US,100,US,M,Data Analyst
53,2024,MI,FT,Data Analyst,107755,USD,107755,US,100,US,M,Data Analyst
54,2024,MI,FT,Data Analyst,79645,USD,79645,US,100,US,M,Data Analyst
55,2024,SE,FT,Machine Learning Engineer,195500,USD,195500,US,0,US,M,Data Engineer
56,2024,SE,FT,Machine Learning Engineer,132600,USD,132600,US,0,US,M,Data Engineer
57,2024,MI,FT,Data Engineer,167000,USD,167000,US,0,US,M,Data Engineer
58,2024,MI,FT,Data Engineer,121000,USD,121000,US,0,US,M,Data Engineer
59,2024,SE,FT,Data Architect,195000,USD,195000,US,0,US,M,Data Engineer
60,2024,SE,FT,Data Architect,64200,USD,64200,US,0,US,M,Data Engineer
61,2024,SE,FT,Data Scientist,185400,USD,185400,US,100,US,M,Data Scientist
62,2024,SE,FT,Data Scientist,92700,USD,92700,US,100,US,M,Data Scientist
63,2024,SE,FT,Research Scientist,195500,USD,195500,US,100,US,M,Data Scientist
64,2024,SE,FT,Research Scientist,141300,USD,141300,US,100,US,M,Data Scientist
65,2024,SE,FT,Data Science,110000,USD,110000,US,0,US,M,Data Scientist
66,2024,SE,FT,Data Science,70000,USD,70000,US,0,US,M,Data Scientist
67,2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L,Data Scientist
68,2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
69,2024,SE,FT,Data Analyst,750000,USD,750000,US,0,US,M,Data Analyst
70,2024,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M,Data Analyst
71,2024,SE,FT,Data Scientist,220800,USD,220800,US,0,US,M,Data Scientist
72,2024,SE,FT,Data Scientist,124800,USD,124800,US,0,US,M,Data Scientist
73,2024,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M,Data Scientist
74,2024,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M,Data Scientist
75,2024,SE,FT,Machine Learning Engineer,254400,USD,254400,US,0,US,M,Data Engineer
76,2024,SE,FT,Machine Learning Engineer,151600,USD,151600,US,0,US,M,Data Engineer
77,2024,SE,FT,Data Scientist,101763,USD,101763,CA,0,CA,M,Data Scientist
78,2024,SE,FT,Data Scientist,81410,USD,81410,CA,0,CA,M,Data Scientist
79,2024,SE,FT,Machine Learning Engineer,304750,USD,304750,US,0,US,M,Data Engineer
80,2024,SE,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M,Data Engineer
81,2024,MI,FT,Research Scientist,96200,USD,96200,US,100,US,M,Data Scientist
82,2024,MI,FT,Research Scientist,69800,USD,69800,US,100,US,M,Data Scientist
83,2024,MI,FT,Data Scientist,179000,USD,179000,US,0,US,M,Data Scientist
84,2024,MI,FT,Data Scientist,112000,USD,112000,US,0,US,M,Data Scientist
85,2024,SE,FT,Research Engineer,54395,GBP,67993,ZA,0,ZA,M,Data Engineer
86,2024,SE,FT,Research Engineer,45585,GBP,56981,ZA,0,ZA,M,Data Engineer
87,2024,SE,FT,Data Architect,190196,USD,190196,US,0,US,M,Data Engineer
88,2024,SE,FT,Data Architect,155615,USD,155615,US,0,US,M,Data Engineer
89,2024,SE,FT,Data Manager,131200,USD,131200,US,100,US,M,Data Manager
90,2024,SE,FT,Data Manager,95300,USD,95300,US,100,US,M,Data Manager
91,2024,SE,FT,Data Engineer,190196,USD,190196,US,0,US,M,Data Engineer
92,2024,SE,FT,Data Engineer,155615,USD,155615,US,0,US,M,Data Engineer
93,2024,EN,FT,Data Engineer,158100,USD,158100,US,0,US,M,Data Engineer
94,2024,EN,FT,Data Engineer,138500,USD,138500,US,0,US,M,Data Engineer
95,2024,SE,FT,Machine Learning Engineer,418000,USD,418000,US,100,US,M,Data Engineer
96,2024,SE,FT,Machine Learning Engineer,141000,USD,141000,US,100,US,M,Data Engineer
97,2024,SE,FT,Research Engineer,54395,GBP,67993,ZA,0,ZA,M,Data Engineer
98,2024,SE,FT,Research Engineer,45585,GBP,56981,ZA,0,ZA,M,Data Engineer
99,2024,SE,FT,Machine Learning Engineer,189000,USD,189000,US,0,US,M,Data Engineer
100,2024,SE,FT,Machine Learning Engineer,145400,USD,145400,US,0,US,M,Data Engineer
101,2024,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,Data Engineer
102,2024,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer
103,2024,SE,FT,Analytics Engineer,147000,USD,147000,US,100,US,M,Data Analyst
104,2024,SE,FT,Analytics Engineer,92000,USD,92000,US,100,US,M,Data Analyst
105,2024,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M,Data Engineer
106,2024,MI,FT,Data Engineer,102000,USD,102000,US,0,US,M,Data Engineer
107,2024,MI,FT,Data Scientist,158500,USD,158500,US,0,US,M,Data Scientist
108,2024,MI,FT,Data Scientist,105646,USD,105646,US,0,US,M,Data Scientist
109,2024,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,Data Scientist
110,2024,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M,Data Scientist
111,2024,MI,FT,Data Manager,27979,GBP,34973,ZA,0,ZA,M,Data Manager
112,2024,MI,FT,Data Manager,25742,GBP,32177,ZA,0,ZA,M,Data Manager
113,2024,SE,FT,ML Engineer,251000,USD,251000,US,0,US,M,Data Engineer
114,2024,SE,FT,ML Engineer,157000,USD,157000,US,0,US,M,Data Engineer
115,2024,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M,Data Engineer
116,2024,SE,FT,Machine Learning Engineer,235000,USD,235000,US,0,US,M,Data Engineer
117,2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
118,2024,SE,FT,Data Engineer,81500,USD,81500,US,0,US,M,Data Engineer
119,2024,SE,FT,Research Scientist,240000,USD,240000,US,0,US,M,Data Scientist
120,2024,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,Data Scientist
121,2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L,Data Scientist
122,2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
123,2024,SE,FT,Machine Learning Engineer,240000,USD,240000,US,0,US,M,Data Engineer
124,2024,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M,Data Engineer
125,2024,EN,FT,Data Analyst,95000,USD,95000,US,100,US,M,Data Analyst
126,2024,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst
127,2024,MI,FT,Data Scientist,170200,USD,170200,US,0,US,M,Data Scientist
128,2024,MI,FT,Data Scientist,68400,USD,68400,US,0,US,M,Data Scientist
129,2024,MI,FT,Data Engineer,210100,USD,210100,US,0,US,M,Data Engineer
130,2024,MI,FT,Data Engineer,210100,USD,210100,US,0,US,M,Data Engineer
131,2024,SE,FT,Data Architect,164000,USD,164000,US,0,US,M,Data Engineer
132,2024,SE,FT,Data Architect,117000,USD,117000,US,0,US,M,Data Engineer
133,2024,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M,Data Engineer
134,2024,MI,FT,Data Engineer,152000,USD,152000,US,0,US,M,Data Engineer
135,2024,MI,FT,Business Intelligence Engineer,186846,USD,186846,US,0,US,M,Data Engineer
136,2024,MI,FT,Business Intelligence Engineer,186846,USD,186846,US,0,US,M,Data Engineer
137,2024,MI,FT,Data Engineer,153000,USD,153000,US,0,US,M,Data Engineer
138,2024,MI,FT,Data Engineer,106800,USD,106800,US,0,US,M,Data Engineer
139,2024,MI,FT,Machine Learning Engineer,120000,AUD,80000,AU,50,AU,L,Data Engineer
140,2024,SE,FT,Data Science Engineer,110000,USD,110000,UA,0,UA,M,Data Scientist
141,2024,SE,FT,Data Science Engineer,60000,USD,60000,UA,0,UA,M,Data Scientist
142,2024,EN,FT,Data Analyst,86600,USD,86600,US,0,US,M,Data Analyst
143,2024,EN,FT,Data Analyst,57700,USD,57700,US,0,US,M,Data Analyst
144,2024,SE,FT,Data Analyst,134200,USD,134200,US,100,US,M,Data Analyst
145,2024,SE,FT,Data Analyst,94800,USD,94800,US,100,US,M,Data Analyst
146,2024,SE,FT,Analytics Engineer,329200,USD,329200,CA,100,CA,M,Data Analyst
147,2024,SE,FT,Analytics Engineer,259900,USD,259900,CA,100,CA,M,Data Analyst
148,2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,Data Scientist
149,2024,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
150,2024,MI,FT,Data Scientist,120800,USD,120800,US,0,US,M,Data Scientist
151,2024,MI,FT,Data Scientist,80500,USD,80500,US,0,US,M,Data Scientist
152,2024,EN,FT,Data Analyst,23000,GBP,28750,GB,0,GB,M,Data Analyst
153,2024,EN,FT,Data Analyst,23000,GBP,28750,GB,0,GB,M,Data Analyst
154,2024,SE,FT,AI Engineer,200000,USD,200000,US,100,US,M,Data Engineer
155,2024,SE,FT,AI Engineer,170000,USD,170000,US,100,US,M,Data Engineer
156,2024,MI,FT,Machine Learning Engineer,210100,USD,210100,US,0,US,M,Data Engineer
157,2024,MI,FT,Machine Learning Engineer,210100,USD,210100,US,0,US,M,Data Engineer
158,2024,SE,FT,Machine Learning Engineer,255800,USD,255800,US,0,US,M,Data Engineer
159,2024,SE,FT,Machine Learning Engineer,255800,USD,255800,US,0,US,M,Data Engineer
160,2024,MI,FT,Data Scientist,176000,USD,176000,US,0,US,M,Data Scientist
161,2024,MI,FT,Data Scientist,158000,USD,158000,US,0,US,M,Data Scientist
162,2024,SE,FT,Machine Learning Engineer,296400,USD,296400,US,0,US,M,Data Engineer
163,2024,SE,FT,Machine Learning Engineer,148594,USD,148594,US,0,US,M,Data Engineer
164,2024,SE,FT,Business Intelligence Engineer,145000,USD,145000,US,0,US,M,Data Engineer
165,2024,SE,FT,Business Intelligence Engineer,106500,USD,106500,US,0,US,M,Data Engineer
166,2024,EX,FT,Business Intelligence Engineer,120000,USD,120000,US,100,US,M,Data Engineer
167,2024,EX,FT,Business Intelligence Engineer,96000,USD,96000,US,100,US,M,Data Engineer
168,2024,SE,FT,Data Architect,165000,USD,165000,US,100,US,M,Data Engineer
169,2024,SE,FT,Data Architect,150000,USD,150000,US,100,US,M,Data Engineer
170,2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M,Data Analyst
171,2024,EN,FT,Data Analyst,103000,USD,103000,US,100,US,M,Data Analyst
172,2024,SE,FT,Data Product Manager,170000,USD,170000,US,0,US,M,Data Product Manager
173,2024,SE,FT,Data Product Manager,145000,USD,145000,US,0,US,M,Data Product Manager
174,2024,SE,FT,Machine Learning Engineer,195500,USD,195500,US,100,US,M,Data Engineer
175,2024,SE,FT,Machine Learning Engineer,141300,USD,141300,US,100,US,M,Data Engineer
176,2024,SE,FT,Machine Learning Engineer,255800,USD,255800,US,0,US,M,Data Engineer
177,2024,SE,FT,Machine Learning Engineer,255800,USD,255800,US,0,US,M,Data Engineer
178,2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L,Data Scientist
179,2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
180,2024,MI,FT,Machine Learning Engineer,210100,USD,210100,US,0,US,M,Data Engineer
181,2024,MI,FT,Machine Learning Engineer,210100,USD,210100,US,0,US,M,Data Engineer
182,2024,MI,FT,Data Scientist,85000,USD,85000,US,0,US,M,Data Scientist
183,2024,MI,FT,Data Scientist,75000,USD,75000,US,0,US,M,Data Scientist
184,2024,MI,FT,Business Intelligence Manager,168000,USD,168000,US,100,US,M,Data Analyst
185,2024,MI,FT,Business Intelligence Manager,112000,USD,112000,US,100,US,M,Data Analyst
186,2024,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M,Data Scientist
187,2024,MI,FT,Data Scientist,70000,USD,70000,US,0,US,M,Data Scientist
188,2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,L,Data Analyst
189,2024,MI,FT,Data Specialist,100000,USD,100000,US,0,US,M,Data Specialist
190,2024,MI,FT,Data Specialist,88000,USD,88000,US,0,US,M,Data Specialist
191,2024,SE,FT,Machine Learning Engineer,215000,USD,215000,US,0,US,M,Data Engineer
192,2024,SE,FT,Machine Learning Engineer,146900,USD,146900,US,0,US,M,Data Engineer
193,2024,SE,FT,Data Scientist,237600,USD,237600,US,0,US,M,Data Scientist
194,2024,SE,FT,Data Scientist,146900,USD,146900,US,0,US,M,Data Scientist
195,2024,MI,FT,Data Analyst,134500,USD,134500,US,0,US,M,Data Analyst
196,2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
197,2024,SE,FT,Data Engineer,188000,USD,188000,US,0,US,M,Data Engineer
198,2024,SE,FT,Data Engineer,118000,USD,118000,US,0,US,M,Data Engineer
199,2024,SE,FT,Machine Learning Scientist,210000,USD,210000,US,0,US,M,Data Scientist
200,2024,SE,FT,Machine Learning Scientist,132000,USD,132000,US,0,US,M,Data Scientist
201,2024,MI,FT,Data Engineer,147000,USD,147000,US,0,US,M,Data Engineer
202,2024,MI,FT,Data Engineer,92000,USD,92000,US,0,US,M,Data Engineer
203,2024,MI,FT,Data Engineer,116000,USD,116000,US,0,US,M,Data Engineer
204,2024,MI,FT,Data Engineer,97800,USD,97800,US,0,US,M,Data Engineer
205,2024,MI,FT,Data Integration Specialist,60000,USD,60000,US,0,US,M,Data Engineer
206,2024,MI,FT,Data Integration Specialist,54000,USD,54000,US,0,US,M,Data Engineer
207,2024,SE,FT,Data Architect,187500,USD,187500,US,0,US,M,Data Engineer
208,2024,SE,FT,Data Architect,120000,USD,120000,US,0,US,M,Data Engineer
209,2024,SE,FT,Business Intelligence Engineer,108500,USD,108500,US,100,US,M,Data Engineer
210,2024,SE,FT,Business Intelligence Engineer,78800,USD,78800,US,100,US,M,Data Engineer
211,2024,MI,FT,Data Engineer,195200,USD,195200,US,0,US,M,Data Engineer
212,2024,MI,FT,Data Engineer,83900,USD,83900,US,0,US,M,Data Engineer
213,2024,MI,FT,Business Intelligence Engineer,89500,USD,89500,US,100,US,M,Data Engineer
214,2024,MI,FT,Business Intelligence Engineer,65000,USD,65000,US,100,US,M,Data Engineer
215,2024,EN,FT,Research Analyst,124000,USD,124000,US,0,US,M,Data Analyst
216,2024,EN,FT,Research Analyst,74000,USD,74000,US,0,US,M,Data Analyst
217,2024,EN,FT,Data Analytics Specialist,78800,USD,78800,MT,0,MT,M,Data Analyst
218,2024,EN,FT,Data Analytics Specialist,44100,USD,44100,MT,0,MT,M,Data Analyst
219,2024,MI,FT,Data Scientist,188500,USD,188500,US,0,US,M,Data Scientist
220,2024,MI,FT,Data Scientist,165100,USD,165100,US,0,US,M,Data Scientist
221,2024,SE,FT,Data Scientist,206000,USD,206000,US,0,US,M,Data Scientist
222,2024,SE,FT,Data Scientist,106605,USD,106605,US,0,US,M,Data Scientist
223,2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
224,2024,SE,FT,Data Analyst,90000,USD,90000,US,0,US,M,Data Analyst
225,2024,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,Data Engineer
226,2024,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M,Data Engineer
227,2024,MI,FT,Data Scientist,229900,USD,229900,US,0,US,M,Data Scientist
228,2024,MI,FT,Data Scientist,201400,USD,201400,US,0,US,M,Data Scientist
229,2024,SE,FT,Data Engineer,198000,USD,198000,US,0,US,M,Data Engineer
230,2024,SE,FT,Data Engineer,132000,USD,132000,US,0,US,M,Data Engineer
231,2024,MI,FT,Machine Learning Engineer,240000,USD,240000,US,0,US,M,Data Engineer
232,2024,MI,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M,Data Engineer
233,2024,SE,FT,Data Analyst,140726,USD,140726,US,0,US,M,Data Analyst
234,2024,SE,FT,Data Analyst,107197,USD,107197,US,0,US,M,Data Analyst
235,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,Data Scientist
236,2024,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M,Data Scientist
237,2024,SE,FT,Machine Learning Engineer,331640,USD,331640,US,0,US,M,Data Engineer
238,2024,SE,FT,Machine Learning Engineer,283780,USD,283780,US,0,US,M,Data Engineer
239,2024,MI,FT,Data Engineer,145000,USD,145000,US,100,US,M,Data Engineer
240,2024,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M,Data Engineer
241,2024,SE,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M,Data Engineer
242,2024,SE,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M,Data Engineer
243,2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M,Data Scientist
244,2024,MI,FT,Data Scientist,162000,USD,162000,US,0,US,M,Data Scientist
245,2024,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M,Data Scientist
246,2024,MI,FT,Data Scientist,80000,USD,80000,US,100,US,M,Data Scientist
247,2024,SE,FT,Data Science,243000,USD,243000,US,0,US,M,Data Scientist
248,2024,SE,FT,Data Science,162000,USD,162000,US,0,US,M,Data Scientist
249,2024,SE,FT,Data Engineer,152375,USD,152375,US,100,US,M,Data Engineer
250,2024,SE,FT,Data Engineer,94000,USD,94000,US,100,US,M,Data Engineer
251,2024,SE,FT,Data Engineer,218500,USD,218500,US,0,US,M,Data Engineer
252,2024,SE,FT,Data Engineer,161500,USD,161500,US,0,US,M,Data Engineer
253,2024,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,Data Engineer
254,2024,SE,FT,Machine Learning Engineer,190000,USD,190000,US,100,US,M,Data Engineer
255,2024,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M,Data Scientist
256,2024,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,Data Scientist
257,2024,EX,FT,Data Science,300000,USD,300000,US,100,US,M,Data Scientist
258,2024,EX,FT,Data Science,220000,USD,220000,US,100,US,M,Data Scientist
259,2024,MI,FT,Business Intelligence Analyst,226844,USD,226844,US,0,US,M,Data Analyst
260,2024,MI,FT,Business Intelligence Analyst,120672,USD,120672,US,0,US,M,Data Analyst
261,2024,MI,FT,Lead Data Analyst,3300000,INR,39615,IN,50,IN,L,Data Analyst
262,2024,EN,FT,Data Operations Analyst,95000,USD,95000,US,0,US,M,Data Analyst
263,2024,EN,FT,Data Operations Analyst,80000,USD,80000,US,0,US,M,Data Analyst
264,2024,MI,FT,Data Analyst,82000,USD,82000,US,0,US,M,Data Analyst
265,2024,MI,FT,Data Analyst,77000,USD,77000,US,0,US,M,Data Analyst
266,2024,MI,FT,Data Management Analyst,124935,USD,124935,US,100,US,M,Data Analyst
267,2024,MI,FT,Data Management Analyst,76050,USD,76050,US,100,US,M,Data Analyst
268,2024,SE,FT,Data Scientist,296980,USD,296980,US,0,US,M,Data Scientist
269,2024,SE,FT,Data Scientist,123740,USD,123740,US,0,US,M,Data Scientist
270,2024,MI,FT,Data Manager,130000,USD,130000,US,0,US,M,Data Manager
271,2024,MI,FT,Data Manager,122500,USD,122500,US,0,US,M,Data Manager
272,2024,SE,FT,Data Scientist,60000,EUR,66666,ES,0,ES,M,Data Scientist
273,2024,SE,FT,Data Scientist,38000,EUR,42222,ES,0,ES,M,Data Scientist
274,2024,SE,FT,Data Analyst,133504,USD,133504,US,0,US,M,Data Analyst
275,2024,SE,FT,Data Analyst,83576,USD,83576,US,0,US,M,Data Analyst
276,2024,MI,FT,ML Engineer,106050,USD,106050,US,0,US,M,Data Engineer
277,2024,MI,FT,ML Engineer,80420,USD,80420,US,0,US,M,Data Engineer
278,2024,SE,FT,Data Science,160000,USD,160000,US,100,US,M,Data Scientist
279,2024,SE,FT,Data Science,150000,USD,150000,US,100,US,M,Data Scientist
280,2024,MI,FT,Data Science Consultant,160000,USD,160000,US,100,US,M,Data Scientist
281,2024,MI,FT,Data Science Consultant,70000,USD,70000,US,100,US,M,Data Scientist
282,2024,MI,FT,Data Science Manager,196000,USD,196000,US,0,US,M,Data Scientist
283,2024,MI,FT,Data Science Manager,140000,USD,140000,US,0,US,M,Data Scientist
284,2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,Data Analyst
285,2024,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,Data Analyst
286,2024,SE,FT,Machine Learning Engineer,220600,USD,220600,US,0,US,M,Data Engineer
287,2024,SE,FT,Machine Learning Engineer,140100,USD,140100,US,0,US,M,Data Engineer
288,2024,MI,FT,Research Scientist,440000,USD,440000,US,0,US,M,Data Scientist
289,2024,MI,FT,Research Scientist,295000,USD,295000,US,0,US,M,Data Scientist
290,2024,SE,FT,Machine Learning Engineer,227700,USD,227700,US,100,US,M,Data Engineer
291,2024,SE,FT,Machine Learning Engineer,135482,USD,135482,US,100,US,M,Data Engineer
292,2024,SE,FT,Business Intelligence Developer,60000,GBP,75000,GB,0,GB,M,Data Analyst
293,2024,SE,FT,Business Intelligence Developer,40000,GBP,50000,GB,0,GB,M,Data Analyst
294,2024,EX,FT,Data Science,326000,USD,326000,US,100,US,M,Data Scientist
295,2024,EX,FT,Data Science,237500,USD,237500,US,100,US,M,Data Scientist
296,2024,SE,FT,Data Engineer,187000,USD,187000,US,0,US,M,Data Engineer
297,2024,SE,FT,Data Engineer,143800,USD,143800,US,0,US,M,Data Engineer
298,2024,SE,FT,Data Science,110000,USD,110000,US,0,US,M,Data Scientist
299,2024,SE,FT,Data Science,70000,USD,70000,US,0,US,M,Data Scientist
300,2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M,Data Engineer
301,2024,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M,Data Engineer
302,2024,MI,FT,Data Science Consultant,160000,USD,160000,US,100,US,M,Data Scientist
303,2024,MI,FT,Data Science Consultant,70000,USD,70000,US,100,US,M,Data Scientist
304,2024,MI,FT,Data Analyst,113500,USD,113500,US,100,US,M,Data Analyst
305,2024,MI,FT,Data Analyst,96475,USD,96475,US,100,US,M,Data Analyst
306,2024,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,Data Engineer
307,2024,SE,FT,Data Engineer,105301,USD,105301,US,100,US,M,Data Engineer
308,2024,SE,FT,Data Analyst,164640,USD,164640,US,0,US,M,Data Analyst
309,2024,SE,FT,Data Analyst,131712,USD,131712,US,0,US,M,Data Analyst
310,2024,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist
311,2024,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M,Data Scientist
312,2024,EX,FT,Head of Data,290000,USD,290000,US,100,US,M,Head of Data
313,2024,EX,FT,Head of Data,207000,USD,207000,US,100,US,M,Head of Data
314,2024,SE,FT,Data Engineer,221000,USD,221000,US,0,US,M,Data Engineer
315,2024,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,Data Engineer
316,2024,MI,FT,Data Scientist,176000,USD,176000,US,0,US,M,Data Scientist
317,2024,MI,FT,Data Scientist,151000,USD,151000,US,0,US,M,Data Scientist
318,2024,SE,FT,Data Analyst,164000,USD,164000,CA,100,CA,M,Data Analyst
319,2024,SE,FT,Data Analyst,115000,USD,115000,CA,100,CA,M,Data Analyst
320,2024,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,Data Engineer
321,2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
