,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,clean_job_titles
6365,2023,MI,FT,Machine Learning Specialist,40000,USD,40000,FR,100,FR,M,Data Scientist
6366,2023,MI,FT,Research Scientist,190000,USD,190000,US,0,US,M,Data Scientist
6367,2023,MI,FT,Research Scientist,158080,USD,158080,US,0,US,M,Data Scientist
6368,2023,SE,FT,Data Analyst,182000,USD,182000,US,100,US,M,Data Analyst
6369,2023,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M,Data Analyst
6370,2023,SE,FT,Data Engineer,171250,USD,171250,US,0,US,M,Data Engineer
6371,2023,SE,FT,Data Engineer,113750,USD,113750,US,0,US,M,Data Engineer
6372,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,Data Engineer
6373,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Data Engineer
6374,2023,SE,FT,Machine Learning Engineer,231000,USD,231000,US,0,US,M,Data Engineer
6375,2023,SE,FT,Machine Learning Engineer,200800,USD,200800,US,0,US,M,Data Engineer
6376,2023,EN,FT,Research Scientist,250800,USD,250800,US,0,US,M,Data Scientist
6377,2023,EN,FT,Research Scientist,167200,USD,167200,US,0,US,M,Data Scientist
6378,2023,EN,FT,Research Scientist,250800,USD,250800,US,0,US,M,Data Scientist
6379,2023,EN,FT,Research Scientist,167200,USD,167200,US,0,US,M,Data Scientist
6380,2023,SE,FT,Data Scientist,159100,USD,159100,US,100,US,M,Data Scientist
6381,2023,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M,Data Scientist
6382,2023,SE,FT,Analytics Engineer,140000,USD,140000,US,100,US,M,Data Analyst
6383,2023,SE,FT,Analytics Engineer,110000,USD,110000,US,100,US,M,Data Analyst
6384,2023,MI,FT,Machine Learning Engineer,165000,USD,165000,US,0,US,M,Data Engineer
6385,2023,MI,FT,Machine Learning Engineer,149094,USD,149094,US,0,US,M,Data Engineer
6386,2023,EX,FT,Head of Data,290000,USD,290000,US,100,US,L,Head of Data
6387,2023,SE,FT,Business Intelligence Engineer,247500,USD,247500,US,0,US,M,Data Engineer
6388,2023,SE,FT,Business Intelligence Engineer,172200,USD,172200,US,0,US,M,Data Engineer
6389,2023,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,Data Engineer
6390,2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
6391,2023,SE,FT,Data Scientist,225000,USD,225000,US,100,US,M,Data Scientist
6392,2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M,Data Scientist
6393,2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,Data Scientist
6394,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
6395,2023,SE,FT,Data Analyst,85000,USD,85000,US,100,US,M,Data Analyst
6396,2023,SE,FT,Data Analyst,72250,USD,72250,US,100,US,M,Data Analyst
6397,2023,EX,FT,Data Engineer,162500,USD,162500,US,0,US,M,Data Engineer
6398,2023,EX,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
6399,2023,SE,FT,Data Manager,145000,USD,145000,US,0,US,M,Data Manager
6400,2023,SE,FT,Data Manager,130000,USD,130000,US,0,US,M,Data Manager
6401,2023,SE,FT,Data Engineer,205600,USD,205600,US,0,US,L,Data Engineer
6402,2023,SE,FT,Data Engineer,105700,USD,105700,US,0,US,L,Data Engineer
6403,2023,EN,FT,Data Quality Engineer,22000,EUR,23753,PT,50,PT,L,Data Engineer
6404,2023,SE,FT,Research Analyst,83000,USD,83000,US,100,US,M,Data Analyst
6405,2023,SE,FT,Research Analyst,63967,USD,63967,US,100,US,M,Data Analyst
6406,2023,SE,FT,Research Analyst,188600,USD,188600,US,0,US,M,Data Analyst
6407,2023,SE,FT,Research Analyst,111550,USD,111550,US,0,US,M,Data Analyst
6408,2023,SE,FT,Machine Learning Engineer,219300,USD,219300,US,0,US,M,Data Engineer
6409,2023,SE,FT,Machine Learning Engineer,143000,USD,143000,US,0,US,M,Data Engineer
6410,2023,SE,FT,Machine Learning Engineer,232200,USD,232200,US,0,US,M,Data Engineer
6411,2023,SE,FT,Machine Learning Engineer,133300,USD,133300,US,0,US,M,Data Engineer
6412,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineer
6413,2023,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M,Data Engineer
6414,2023,SE,FT,Machine Learning Engineer,189000,EUR,204060,DE,100,DE,M,Data Engineer
6415,2023,SE,FT,Machine Learning Engineer,130000,EUR,140358,DE,100,DE,M,Data Engineer
6416,2023,MI,FT,Data Engineer,198900,USD,198900,US,0,US,M,Data Engineer
6417,2023,MI,FT,Data Engineer,183310,USD,183310,US,0,US,M,Data Engineer
6418,2023,EN,FT,Research Analyst,35000,GBP,43064,GB,0,GB,M,Data Analyst
6419,2023,EN,FT,Research Analyst,35000,GBP,43064,GB,0,GB,M,Data Analyst
6420,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Data Engineer
6421,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Data Engineer
6422,2023,SE,FT,Machine Learning Engineer,392000,USD,392000,US,0,US,M,Data Engineer
6423,2023,SE,FT,Machine Learning Engineer,224000,USD,224000,US,0,US,M,Data Engineer
6424,2023,SE,FT,Data Engineer,233000,USD,233000,US,0,US,M,Data Engineer
6425,2023,SE,FT,Data Engineer,199098,USD,199098,US,0,US,M,Data Engineer
6426,2023,SE,FT,Data Engineer,172000,USD,172000,US,100,US,M,Data Engineer
6427,2023,SE,FT,Data Engineer,107000,USD,107000,US,100,US,M,Data Engineer
6428,2023,SE,FT,Data Analyst,93919,USD,93919,US,0,US,M,Data Analyst
6429,2023,SE,FT,Data Analyst,51962,USD,51962,US,0,US,M,Data Analyst
6430,2023,SE,FT,Research Scientist,220000,USD,220000,US,0,US,M,Data Scientist
6431,2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M,Data Scientist
6432,2023,MI,FT,Data Engineer,128000,USD,128000,US,0,US,M,Data Engineer
6433,2023,MI,FT,Data Engineer,81500,USD,81500,US,0,US,M,Data Engineer
6434,2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,Data Scientist
6435,2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M,Data Scientist
6436,2023,SE,FT,Machine Learning Engineer,208450,USD,208450,US,0,US,M,Data Engineer
6437,2023,SE,FT,Machine Learning Engineer,151600,USD,151600,US,0,US,M,Data Engineer
6438,2023,SE,FT,ML Engineer,208450,USD,208450,US,0,US,M,Data Engineer
6439,2023,SE,FT,ML Engineer,151600,USD,151600,US,0,US,M,Data Engineer
6440,2023,SE,FT,Research Engineer,240960,USD,240960,US,0,US,M,Data Engineer
6441,2023,SE,FT,Research Engineer,200800,USD,200800,US,0,US,M,Data Engineer
6442,2023,MI,FT,Data Scientist,120681,USD,120681,US,0,US,M,Data Scientist
6443,2023,MI,FT,Data Scientist,72409,USD,72409,US,0,US,M,Data Scientist
6444,2023,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M,Data Scientist
6445,2023,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M,Data Scientist
6446,2023,EN,FT,Data Engineer,80000,USD,80000,US,0,US,M,Data Engineer
6447,2023,EN,FT,Data Engineer,52500,USD,52500,US,0,US,M,Data Engineer
6448,2023,SE,FT,Research Engineer,250000,USD,250000,US,100,US,M,Data Engineer
6449,2023,SE,FT,Research Engineer,176000,USD,176000,US,100,US,M,Data Engineer
6450,2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,M,Data Scientist
6451,2023,SE,FT,Research Scientist,170000,USD,170000,US,0,US,M,Data Scientist
6452,2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,M,Data Scientist
6453,2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,Data Scientist
6454,2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,Data Scientist
6455,2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,Data Scientist
6456,2023,MI,FT,Data Scientist,230000,USD,230000,US,0,US,M,Data Scientist
6457,2023,MI,FT,Data Scientist,175000,USD,175000,US,0,US,M,Data Scientist
6458,2023,SE,FT,Principal Machine Learning Engineer,195000,BRL,38290,BR,50,BR,L,Data Engineer
6459,2023,EX,FT,AI Architect,200000,EUR,215936,BE,100,US,L,Data Engineer
6460,2023,MI,FT,Data Engineer,167500,USD,167500,US,0,US,M,Data Engineer
6461,2023,MI,FT,Data Engineer,106500,USD,106500,US,0,US,M,Data Engineer
6462,2023,SE,FT,AI Architect,330000,USD,330000,US,0,US,M,Data Engineer
6463,2023,SE,FT,AI Architect,204000,USD,204000,US,0,US,M,Data Engineer
6464,2023,SE,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M,Data Engineer
6465,2023,SE,FT,Machine Learning Engineer,140100,USD,140100,US,0,US,M,Data Engineer
6466,2023,SE,FT,Data Scientist,359170,USD,359170,US,0,US,M,Data Scientist
6467,2023,SE,FT,Data Scientist,310270,USD,310270,US,0,US,M,Data Scientist
6468,2023,SE,FT,Data Scientist,359170,USD,359170,US,0,US,M,Data Scientist
6469,2023,SE,FT,Data Scientist,295490,USD,295490,US,0,US,M,Data Scientist
6470,2023,SE,FT,Data Scientist,178560,USD,178560,US,0,US,M,Data Scientist
6471,2023,SE,FT,Data Scientist,148800,USD,148800,US,0,US,M,Data Scientist
6472,2023,SE,FT,Data Scientist,278700,USD,278700,US,0,US,M,Data Scientist
6473,2023,SE,FT,Data Scientist,159300,USD,159300,US,0,US,M,Data Scientist
6474,2023,SE,FT,Deep Learning Engineer,331640,USD,331640,US,0,US,M,Data Scientist
6475,2023,SE,FT,Deep Learning Engineer,283780,USD,283780,US,0,US,M,Data Scientist
6476,2023,EX,FT,Data Engineer,167954,USD,167954,US,0,US,M,Data Engineer
6477,2023,EX,FT,Data Engineer,115830,USD,115830,US,0,US,M,Data Engineer
6478,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M,Data Engineer
6479,2023,SE,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M,Data Engineer
6480,2023,SE,FT,Machine Learning Engineer,331640,USD,331640,US,0,US,M,Data Engineer
6481,2023,SE,FT,Machine Learning Engineer,267720,USD,267720,US,0,US,M,Data Engineer
6482,2023,SE,FT,Data Visualization Specialist,185000,USD,185000,US,0,US,M,Data Analyst
6483,2023,SE,FT,Data Visualization Specialist,50000,USD,50000,US,0,US,M,Data Analyst
6484,2023,SE,FT,Data Engineer,331640,USD,331640,US,0,US,M,Data Engineer
6485,2023,SE,FT,Data Engineer,283780,USD,283780,US,0,US,M,Data Engineer
6486,2023,SE,FT,Research Engineer,189110,USD,189110,US,0,US,M,Data Engineer
6487,2023,SE,FT,Research Engineer,139000,USD,139000,US,0,US,M,Data Engineer
6488,2023,SE,FT,ML Engineer,199000,USD,199000,US,100,US,M,Data Engineer
6489,2023,SE,FT,ML Engineer,145000,USD,145000,US,100,US,M,Data Engineer
6490,2023,SE,FT,MLOps Engineer,199000,USD,199000,US,0,US,M,Data Engineer
6491,2023,SE,FT,MLOps Engineer,142000,USD,142000,US,0,US,M,Data Engineer
6492,2023,SE,FT,Analytics Engineer,230000,USD,230000,GB,100,GB,M,Data Analyst
6493,2023,SE,FT,Analytics Engineer,170000,USD,170000,GB,100,GB,M,Data Analyst
6494,2023,SE,FT,Machine Learning Engineer,331640,USD,331640,US,0,US,M,Data Engineer
6495,2023,SE,FT,Machine Learning Engineer,283780,USD,283780,US,0,US,M,Data Engineer
6496,2023,SE,FT,Data Analyst,66000,USD,66000,US,0,US,M,Data Analyst
6497,2023,SE,FT,Data Analyst,52000,USD,52000,US,0,US,M,Data Analyst
6498,2023,SE,FT,Data Manager,110400,USD,110400,US,0,US,M,Data Manager
6499,2023,SE,FT,Data Manager,68000,USD,68000,US,0,US,M,Data Manager
6500,2023,SE,FT,Data Scientist,323300,USD,323300,US,0,US,M,Data Scientist
6501,2023,SE,FT,Data Scientist,184700,USD,184700,US,0,US,M,Data Scientist
6502,2023,SE,FT,Data Scientist,202000,USD,202000,US,100,US,M,Data Scientist
6503,2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist
6504,2023,SE,FT,Data Scientist,235000,USD,235000,US,100,US,M,Data Scientist
6505,2023,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M,Data Scientist
6506,2023,SE,FT,Data Scientist,359170,USD,359170,US,0,US,M,Data Scientist
6507,2023,SE,FT,Data Scientist,295490,USD,295490,US,0,US,M,Data Scientist
6508,2023,SE,FT,Data Scientist,316000,USD,316000,US,0,US,M,Data Scientist
6509,2023,SE,FT,Data Scientist,202000,USD,202000,US,0,US,M,Data Scientist
6510,2023,SE,FT,Analytics Engineer,178560,USD,178560,US,0,US,M,Data Analyst
6511,2023,SE,FT,Analytics Engineer,148800,USD,148800,US,0,US,M,Data Analyst
6512,2023,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M,Data Engineer
6513,2023,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M,Data Engineer
6514,2023,SE,FT,AI Architect,200000,USD,200000,US,100,US,L,Data Engineer
6515,2023,SE,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M,Data Engineer
6516,2023,SE,FT,Machine Learning Engineer,140100,USD,140100,US,0,US,M,Data Engineer
6517,2023,SE,FT,Data Analyst,166500,USD,166500,US,0,US,M,Data Analyst
6518,2023,SE,FT,Data Analyst,113220,USD,113220,US,0,US,M,Data Analyst
6519,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,Data Engineer
6520,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,Data Engineer
6521,2023,SE,FT,ML Engineer,365630,USD,365630,US,0,US,M,Data Engineer
6522,2023,SE,FT,ML Engineer,315850,USD,315850,US,0,US,M,Data Engineer
6523,2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L,Data Engineer
6524,2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,US,0,US,L,Data Engineer
6525,2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,Data Scientist
6526,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
6527,2023,MI,FT,Machine Learning Engineer,287500,USD,287500,AU,0,AU,M,Data Engineer
6528,2023,MI,FT,Machine Learning Engineer,207500,USD,207500,AU,0,AU,M,Data Engineer
6529,2023,SE,FT,Data Engineer,229000,USD,229000,US,0,US,M,Data Engineer
6530,2023,SE,FT,Data Engineer,131000,USD,131000,US,0,US,M,Data Engineer
6531,2023,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,Data Analyst
6532,2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,Data Analyst
6533,2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,L,Data Scientist
6534,2023,SE,FT,Data Scientist,86700,USD,86700,US,0,US,L,Data Scientist
6535,2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,Data Engineer
6536,2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer
6537,2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer
6538,2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,Data Engineer
6539,2023,SE,FT,Data Analyst,192300,USD,192300,US,100,US,M,Data Analyst
6540,2023,SE,FT,Data Analyst,153800,USD,153800,US,100,US,M,Data Analyst
6541,2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,Data Scientist
6542,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
6543,2023,MI,FT,Business Intelligence Data Analyst,91000,CAD,67419,CA,50,CA,L,Data Analyst
6544,2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer
6545,2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,Data Engineer
6546,2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,Data Scientist
6547,2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M,Data Scientist
6548,2023,MI,FT,Data Analyst,131650,USD,131650,US,0,US,M,Data Analyst
6549,2023,MI,FT,Data Analyst,105320,USD,105320,US,0,US,M,Data Analyst
6550,2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,Data Scientist
6551,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
6552,2023,SE,FT,Decision Scientist,204500,USD,204500,US,0,US,M,Data Scientist
6553,2023,SE,FT,Decision Scientist,126400,USD,126400,US,0,US,M,Data Scientist
6554,2023,SE,FT,Applied Scientist,309400,USD,309400,US,0,US,L,Data Scientist
6555,2023,SE,FT,Applied Scientist,159100,USD,159100,US,0,US,L,Data Scientist
6556,2023,SE,FT,Machine Learning Engineer,235400,USD,235400,US,100,US,M,Data Engineer
6557,2023,SE,FT,Machine Learning Engineer,160080,USD,160080,US,100,US,M,Data Engineer
6558,2023,SE,FT,Data Analyst,146190,USD,146190,US,0,US,M,Data Analyst
6559,2023,SE,FT,Data Analyst,119610,USD,119610,US,0,US,M,Data Analyst
6560,2023,MI,FT,Research Scientist,190000,USD,190000,US,100,US,M,Data Scientist
6561,2023,MI,FT,Research Scientist,175000,USD,175000,US,100,US,M,Data Scientist
6562,2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,Data Scientist
6563,2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,Data Scientist
6564,2023,EX,FT,Data Scientist,228856,USD,228856,GB,100,GB,M,Data Scientist
6565,2023,EX,FT,Data Scientist,144540,USD,144540,GB,100,GB,M,Data Scientist
6566,2023,SE,FT,Research Scientist,210000,USD,210000,US,0,US,M,Data Scientist
6567,2023,SE,FT,Research Scientist,151800,USD,151800,US,0,US,M,Data Scientist
6568,2023,SE,FT,Machine Learning Engineer,331640,USD,331640,US,0,US,M,Data Engineer
6569,2023,SE,FT,Machine Learning Engineer,267720,USD,267720,US,0,US,M,Data Engineer
6570,2023,MI,FT,Data Architect,150000,USD,150000,US,0,US,M,Data Engineer
6571,2023,MI,FT,Data Architect,100000,USD,100000,US,0,US,M,Data Engineer
6572,2023,SE,FT,Data Scientist,126500,USD,126500,US,0,US,M,Data Scientist
6573,2023,SE,FT,Data Scientist,78000,USD,78000,US,0,US,M,Data Scientist
6574,2023,SE,FT,Data Scientist,45000,EUR,48585,ES,0,ES,M,Data Scientist
6575,2023,SE,FT,Data Scientist,36000,EUR,38868,ES,0,ES,M,Data Scientist
6576,2023,SE,FT,Data Analyst,126500,USD,126500,US,0,US,M,Data Analyst
6577,2023,SE,FT,Data Analyst,78000,USD,78000,US,0,US,M,Data Analyst
6578,2023,SE,FT,BI Developer,167500,USD,167500,US,0,US,M,Data Analyst
6579,2023,SE,FT,BI Developer,106500,USD,106500,US,0,US,M,Data Analyst
6580,2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M,Data Scientist
6581,2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M,Data Scientist
6582,2023,MI,FT,Machine Learning Engineer,300000,USD,300000,GB,0,GB,M,Data Engineer
6583,2023,MI,FT,Machine Learning Engineer,200000,USD,200000,GB,0,GB,M,Data Engineer
6584,2023,SE,FT,Data Engineer,96000,USD,96000,US,100,US,M,Data Engineer
6585,2023,SE,FT,Data Engineer,72000,USD,72000,US,100,US,M,Data Engineer
6586,2023,SE,FT,Research Scientist,323300,USD,323300,US,0,US,M,Data Scientist
6587,2023,SE,FT,Research Scientist,184700,USD,184700,US,0,US,M,Data Scientist
6588,2023,SE,FT,Data Scientist,205150,USD,205150,US,100,US,M,Data Scientist
6589,2023,SE,FT,Data Scientist,167850,USD,167850,US,100,US,M,Data Scientist
6590,2023,SE,FT,Data Scientist,267100,USD,267100,US,100,US,M,Data Scientist
6591,2023,SE,FT,Data Scientist,167200,USD,167200,US,100,US,M,Data Scientist
6592,2023,SE,FT,Business Intelligence Engineer,247500,USD,247500,US,0,US,M,Data Engineer
6593,2023,SE,FT,Business Intelligence Engineer,172200,USD,172200,US,0,US,M,Data Engineer
6594,2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M,Data Analyst
6595,2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M,Data Analyst
6596,2023,SE,FT,Research Engineer,253000,USD,253000,US,100,US,M,Data Engineer
6597,2023,SE,FT,Research Engineer,156400,USD,156400,US,100,US,M,Data Engineer
6598,2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,Data Scientist
6599,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
6600,2023,SE,FT,Research Scientist,278700,USD,278700,US,0,US,M,Data Scientist
6601,2023,SE,FT,Research Scientist,159300,USD,159300,US,0,US,M,Data Scientist
6602,2023,SE,FT,Data Scientist,222750,USD,222750,US,0,US,M,Data Scientist
6603,2023,SE,FT,Data Scientist,182250,USD,182250,US,0,US,M,Data Scientist
6604,2023,EN,FT,Data Science Engineer,95000,CHF,104024,CH,50,CH,S,Data Scientist
6605,2023,MI,FT,Data Scientist,47000,EUR,50745,AD,50,AD,S,Data Scientist
6606,2023,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M,Data Engineer
6607,2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,Data Engineer
6608,2023,SE,FT,Machine Learning Engineer,296400,USD,296400,US,0,US,M,Data Engineer
6609,2023,SE,FT,Machine Learning Engineer,148594,USD,148594,US,0,US,M,Data Engineer
6610,2023,SE,FT,Data Scientist,206000,USD,206000,US,100,US,M,Data Scientist
6611,2023,SE,FT,Data Scientist,140250,USD,140250,US,100,US,M,Data Scientist
6612,2023,SE,FT,Data Analytics Manager,254500,USD,254500,US,100,US,L,Data Analyst
6613,2023,SE,FT,Data Analytics Manager,130900,USD,130900,US,100,US,L,Data Analyst
6614,2023,SE,FT,Data Scientist,198000,USD,198000,US,100,US,M,Data Scientist
6615,2023,SE,FT,Data Scientist,124000,USD,124000,US,100,US,M,Data Scientist
6616,2023,SE,FT,Data Manager,145000,USD,145000,US,0,US,M,Data Manager
6617,2023,SE,FT,Data Manager,130000,USD,130000,US,0,US,M,Data Manager
6618,2023,SE,FT,BI Analyst,234485,USD,234485,US,100,US,M,Data Analyst
6619,2023,SE,FT,BI Analyst,112655,USD,112655,US,100,US,M,Data Analyst
6620,2023,SE,FT,Machine Learning Engineer,296400,USD,296400,US,0,US,M,Data Engineer
6621,2023,SE,FT,Machine Learning Engineer,148594,USD,148594,US,0,US,M,Data Engineer
6622,2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,Data Scientist
6623,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
6624,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,Data Engineer
6625,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,Data Engineer
6626,2023,EN,FT,Data Analyst,125000,USD,125000,US,0,US,M,Data Analyst
6627,2023,EN,FT,Data Analyst,105000,USD,105000,US,0,US,M,Data Analyst
6628,2023,MI,FT,Data Scientist,70000,GBP,86128,GB,0,GB,M,Data Scientist
6629,2023,MI,FT,Data Scientist,42000,GBP,51676,GB,0,GB,M,Data Scientist
6630,2023,MI,FT,Data Engineer,65000,EUR,70179,FR,100,FR,M,Data Engineer
6631,2023,MI,FT,Data Engineer,60000,EUR,64781,FR,100,FR,M,Data Engineer
6632,2023,SE,FT,Data Scientist,258000,USD,258000,CA,0,CA,M,Data Scientist
6633,2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M,Data Scientist
6634,2023,SE,FT,Data Scientist,184184,USD,184184,US,100,US,M,Data Scientist
6635,2023,SE,FT,Data Scientist,167441,USD,167441,US,100,US,M,Data Scientist
6636,2023,EN,FT,AI Programmer,100000,CAD,74087,CA,100,CA,L,Data Scientist
6637,2023,EN,FT,Data Scientist,30000,EUR,32390,NL,0,NL,L,Data Scientist
6638,2023,EX,FT,Data Engineer,204500,USD,204500,US,0,US,M,Data Engineer
6639,2023,EX,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
6640,2023,EN,FT,Analytics Engineer,90000,USD,90000,US,0,US,M,Data Analyst
6641,2023,EN,FT,Analytics Engineer,84000,USD,84000,US,0,US,M,Data Analyst
6642,2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M,Data Scientist
6643,2023,SE,FT,Data Scientist,104000,USD,104000,US,0,US,M,Data Scientist
6644,2023,SE,FT,Data Engineer,202400,USD,202400,US,100,US,M,Data Engineer
6645,2023,SE,FT,Data Engineer,147200,USD,147200,US,100,US,M,Data Engineer
6646,2023,EN,FT,Data Engineer,80000,USD,80000,US,0,US,M,Data Engineer
6647,2023,EN,FT,Data Engineer,52500,USD,52500,US,0,US,M,Data Engineer
6648,2023,MI,FT,Data Engineer,128000,USD,128000,US,0,US,M,Data Engineer
6649,2023,MI,FT,Data Engineer,81500,USD,81500,US,0,US,M,Data Engineer
6650,2023,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M,Data Analyst
6651,2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst
6652,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Data Analyst
6653,2023,SE,FT,Data Analyst,75000,USD,75000,US,0,US,M,Data Analyst
6654,2023,MI,FT,Data Engineer,167500,USD,167500,US,0,US,M,Data Engineer
6655,2023,MI,FT,Data Engineer,106500,USD,106500,US,0,US,M,Data Engineer
6656,2023,SE,FT,Data Scientist,139500,USD,139500,US,100,US,M,Data Scientist
6657,2023,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M,Data Scientist
6658,2023,SE,FT,Machine Learning Engineer,269500,USD,269500,US,0,US,M,Data Engineer
6659,2023,SE,FT,Machine Learning Engineer,166600,USD,166600,US,0,US,M,Data Engineer
6660,2023,SE,FT,AI Architect,330000,USD,330000,US,0,US,M,Data Engineer
6661,2023,SE,FT,AI Architect,204000,USD,204000,US,0,US,M,Data Engineer
6662,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,Data Engineer
6663,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Data Engineer
6664,2023,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,Data Engineer
6665,2023,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M,Data Engineer
6666,2023,SE,FT,Business Intelligence Engineer,192000,USD,192000,US,0,US,M,Data Engineer
6667,2023,SE,FT,Business Intelligence Engineer,142000,USD,142000,US,0,US,M,Data Engineer
6668,2023,SE,FT,Data Operations Manager,143000,USD,143000,US,100,US,M,Data Engineer
6669,2023,SE,FT,Data Operations Manager,129000,USD,129000,US,100,US,M,Data Engineer
6670,2023,SE,FT,Data Scientist,191000,USD,191000,US,100,US,M,Data Scientist
6671,2023,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M,Data Scientist
6672,2023,SE,FT,Data Specialist,85000,USD,85000,US,0,US,M,Data Specialist
6673,2023,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M,Data Specialist
6674,2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,Data Scientist
6675,2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M,Data Scientist
6676,2023,SE,FT,Data Engineer,120000,GBP,147648,GB,100,GB,M,Data Engineer
6677,2023,SE,FT,Data Engineer,80000,GBP,98432,GB,100,GB,M,Data Engineer
6678,2023,SE,FT,Data Analyst,138860,USD,138860,US,0,US,M,Data Analyst
6679,2023,SE,FT,Data Analyst,122720,USD,122720,US,0,US,M,Data Analyst
